...1,election,state,year,pollName,endDate,numberOfRespondents,democratic,republican,electionDate,startDate,someoneElse,undecided,refuseToAnswer,populationType,Mode,check,finalTwoPartyVSDemocratic,finalTwoPartyVSRepublican
6827,Pres,OH,2008,Quinnipiac,2007-01-28,250,38,41,2008-11-04,NA,NA,NA,NA,RV,NA,NA,52.33384076,47.66615924
6828,Pres,OH,2008,Rasmussen,2008-10-14,799,49,49,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6829,Pres,OH,2008,Rasmussen,2008-09-23,799,46,47,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6830,Pres,OH,2008,Rasmussen,2008-08-18,799,43,48,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6831,Pres,OH,2008,Rasmussen,2008-07-21,600,42,52,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6832,Pres,OH,2008,Rasmussen,2008-06-17,600,43,44,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6833,Pres,OH,2008,Rasmussen,2008-05-15,600,44,45,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6834,Pres,OH,2008,Rasmussen,2008-04-08,600,40,47,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6835,Pres,OH,2008,Rasmussen,2008-03-13,600,40,46,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6836,Pres,OH,2008,Rasmussen,2008-02-17,600,41,42,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6837,Pres,OH,2008,Reuters/Zogby,2008-11-03,786,49,47,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6838,Pres,OH,2008,Reuters/Zogby,2008-10-26,699,50,45,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6839,Pres,OH,2008,Strategic Vision (R),2008-11-02,187,46,48,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6840,Pres,OH,2008,Strategic Vision (R),2008-10-22,187,45,48,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6841,Pres,OH,2008,Strategic Vision (R),2008-10-08,187,48,46,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6842,Pres,OH,2008,Strategic Vision (R),2008-09-09,187,44,48,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6843,Pres,OH,2008,Suffolk,2008-10-19,699,51,42,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6844,Pres,OH,2008,Suffolk,2008-09-13,699,42,46,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6845,Pres,OH,2008,SurveyUSA,2008-11-02,759,48,46,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6846,Pres,OH,2008,SurveyUSA,2008-10-27,747,49,45,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6847,Pres,OH,2008,SurveyUSA,2008-10-13,674,50,45,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6848,Pres,OH,2008,SurveyUSA,2008-09-29,792,48,49,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6849,Pres,OH,2008,SurveyUSA,2008-09-14,791,45,49,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6850,Pres,OH,2008,SurveyUSA,2008-06-22,679,48,46,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6851,Pres,OH,2008,SurveyUSA,2008-05-18,699,48,39,2008-11-04,NA,NA,NA,NA,RV,NA,NA,52.33384076,47.66615924
6852,Pres,OH,2008,SurveyUSA,2008-04-13,626,45,47,2008-11-04,NA,NA,NA,NA,RV,NA,NA,52.33384076,47.66615924
6853,Pres,OH,2008,SurveyUSA,2008-03-16,631,43,50,2008-11-04,NA,NA,NA,NA,RV,NA,NA,52.33384076,47.66615924
6854,Pres,OH,2008,SurveyUSA,2008-02-28,731,50,40,2008-11-04,NA,NA,NA,NA,RV,NA,NA,52.33384076,47.66615924
6855,Pres,OH,2008,SurveyUSA,2008-02-17,641,47,44,2008-11-04,NA,NA,NA,NA,RV,NA,NA,52.33384076,47.66615924
6856,Pres,OH,2008,SurveyUSA,2008-01-06,634,43,50,2008-11-04,NA,NA,NA,NA,RV,NA,NA,52.33384076,47.66615924
6857,Pres,OH,2008,SurveyUSA,2007-12-15,638,38,47,2008-11-04,NA,NA,NA,NA,RV,NA,NA,52.33384076,47.66615924
6858,Pres,OH,2008,SurveyUSA,2007-12-03,742,40,51,2008-11-04,NA,NA,NA,NA,RV,NA,NA,52.33384076,47.66615924
6859,Pres,OH,2008,SurveyUSA,2007-11-11,632,37,52,2008-11-04,NA,NA,NA,NA,RV,NA,NA,52.33384076,47.66615924
6860,Pres,OH,2008,Times/Bloomberg,2008-10-27,743,49,40,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6861,Pres,OH,2008,University of Cincinnati,2008-11-02,202,52,46,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6862,Pres,OH,2008,University of Cincinnati,2008-10-22,970,49,46,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6863,Pres,OH,2008,University of Cincinnati,2008-10-08,938,46,48,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6864,Pres,OH,2008,University of Cincinnati,2008-09-16,956,42,48,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6865,Pres,OH,2008,University of Cincinnati,2008-09-10,872,44,48,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6866,Pres,OH,2008,University of Cincinnati,2008-02-24,1037,48,47,2008-11-04,NA,NA,NA,NA,RV,NA,NA,52.33384076,47.66615924
6867,Pres,OH,2008,YouGov/Polimetrix,2008-11-01,1053,51,45,2008-11-04,NA,NA,NA,NA,RV,NA,NA,52.33384076,47.66615924
6868,Pres,OH,2008,Zogby (Internet),2008-10-20,1054,47,49,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6869,Pres,OH,2008,Zogby (Internet),2008-10-13,44,45,50,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6870,Pres,OH,2008,Zogby (Internet),2008-09-12,938,44,50,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6871,Pres,OH,2008,Zogby (Internet),2008-08-19,782,41,36,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6872,Pres,OH,2008,Zogby (Internet),2008-06-30,435,43,38,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6873,Pres,OH,2008,FOX News/Rasmussen,2008-11-02,27,49,49,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6874,Pres,OH,2008,Reuters/Zogby,2008-11-03,786,49,47,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6875,Pres,OH,2008,SurveyUSA,2008-11-02,759,48,46,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6876,Pres,OH,2008,Strategic Vision (R),2008-11-02,187,46,48,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6877,Pres,OH,2008,PPP (D),2008-11-02,194,50,48,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6878,Pres,OH,2008,Univ of Cinci/Ohio Poll,2008-11-02,202,52,46,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6879,Pres,OH,2008,Quinnipiac,2008-11-02,362,50,43,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6880,Pres,OH,2008,Mason-Dixon,2008-10-30,724,45,47,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6881,Pres,OH,2008,SurveyUSA,2008-10-27,747,49,45,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6882,Pres,OH,2008,Columbus Dispatch*,2008-10-31,434,52,46,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6883,Pres,OH,2008,FOX News/Rasmussen,2008-10-26,27,49,45,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6884,Pres,OH,2008,LA Times/Bloomberg,2008-10-27,743,49,40,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6885,Pres,OH,2008,CNN/Time,2008-10-28,876,51,47,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6886,Pres,OH,2008,National Journal/FD,2008-10-27,515,48,41,2008-11-04,NA,NA,NA,NA,RV,NA,NA,52.33384076,47.66615924
6887,Pres,OH,2008,Marist,2008-10-26,760,48,45,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6888,Pres,OH,2008,Reuters/Zogby,2008-10-26,699,50,45,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6889,Pres,OH,2008,Quinnipiac,2008-10-26,304,51,42,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6890,Pres,OH,2008,Associated Press/GfK,2008-10-26,706,48,41,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6891,Pres,OH,2008,PPP (D),2008-10-23,1055,51,44,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6892,Pres,OH,2008,Politico/InAdv,2008-10-22,519,52,42,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6893,Pres,OH,2008,Ohio Newspaper Poll,2008-10-22,970,49,46,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6894,Pres,OH,2008,Strategic Vision (R),2008-10-22,187,45,48,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6895,Pres,OH,2008,Big10 Battleground,2008-10-22,663,53,41,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6896,Pres,OH,2008,CNN/Time,2008-10-21,834,50,46,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6897,Pres,OH,2008,FOX News/Rasmussen,2008-10-19,27,47,49,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6898,Pres,OH,2008,Quinnipiac,2008-10-21,274,52,38,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6899,Pres,OH,2008,Suffolk,2008-10-19,699,51,42,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6900,Pres,OH,2008,NBC/Mason-Dixon,2008-10-17,724,45,46,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6901,Pres,OH,2008,Rasmussen,2008-10-14,799,49,49,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6902,Pres,OH,2008,SurveyUSA,2008-10-13,674,50,45,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6903,Pres,OH,2008,FOX News/Rasmussen,2008-10-12,27,49,47,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6904,Pres,OH,2008,InAdv/PollPosition,2008-10-09,609,49,44,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6905,Pres,OH,2008,Marist,2008-10-08,868,49,45,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6906,Pres,OH,2008,Ohio Newspaper Poll,2008-10-08,962,46,48,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6907,Pres,OH,2008,Strategic Vision (R),2008-10-08,187,48,46,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6908,Pres,OH,2008,ARG,2008-10-07,699,48,45,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6909,Pres,OH,2008,CNN/Time,2008-10-06,846,50,47,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6910,Pres,OH,2008,FOX News/Rasmussen,2008-10-05,27,47,48,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6911,Pres,OH,2008,PPP (D),2008-10-05,219,49,43,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6912,Pres,OH,2008,ABC News/Wash Post,2008-10-05,869,51,45,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6913,Pres,OH,2008,Columbus Dispatch*,2008-10-03,439,49,42,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6914,Pres,OH,2008,Democracy Corps (D),2008-10-01,699,49,43,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6915,Pres,OH,2008,InAdv/PollPosition,2008-09-29,612,47,45,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6916,Pres,OH,2008,SurveyUSA,2008-09-29,792,48,49,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6917,Pres,OH,2008,Quinnipiac,2008-09-29,920,50,42,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6918,Pres,OH,2008,FOX News/Rasmussen,2008-09-28,600,47,48,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6919,Pres,OH,2008,Rasmussen,2008-09-24,799,46,47,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6920,Pres,OH,2008,InAdv/PollPosition,2008-09-22,644,46,46,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6921,Pres,OH,2008,FOX News/Rasmussen,2008-09-21,600,46,50,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6922,Pres,OH,2008,Big10 Battleground,2008-09-17,718,46,45,2008-11-04,NA,NA,NA,NA,RV,NA,NA,52.33384076,47.66615924
6923,Pres,OH,2008,Ohio Newspaper Poll,2008-09-16,956,42,48,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6924,Pres,OH,2008,Marist,2008-09-15,664,47,45,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6925,Pres,OH,2008,National Journal/FD,2008-09-15,511,41,42,2008-11-04,NA,NA,NA,NA,RV,NA,NA,52.33384076,47.66615924
6926,Pres,OH,2008,FOX News/Rasmussen,2008-09-14,600,45,48,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6927,Pres,OH,2008,CNN/Time,2008-09-14,993,49,47,2008-11-04,NA,NA,NA,NA,RV,NA,NA,52.33384076,47.66615924
6928,Pres,OH,2008,PPP (D),2008-09-14,91,44,48,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6929,Pres,OH,2008,SurveyUSA,2008-09-14,791,45,49,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6930,Pres,OH,2008,Suffolk University,2008-09-13,699,42,46,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6931,Pres,OH,2008,InAdv/PollPosition,2008-09-10,600,47,48,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6932,Pres,OH,2008,Univ of Cinci/Ohio Poll,2008-09-10,872,44,48,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6933,Pres,OH,2008,Strategic Vision (R),2008-09-09,187,44,48,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6934,Pres,OH,2008,Quinnipiac,2008-09-09,277,49,44,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6935,Pres,OH,2008,FOX News/Rasmussen,2008-09-07,600,44,51,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6936,Pres,OH,2008,CNN/Time,2008-09-02,784,47,45,2008-11-04,NA,NA,NA,NA,RV,NA,NA,52.33384076,47.66615924
6937,Pres,OH,2008,Quinnipiac,2008-08-24,215,44,43,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6938,Pres,OH,2008,Columbus Dispatch*,2008-08-21,430,41,42,2008-11-04,NA,NA,NA,NA,RV,NA,NA,52.33384076,47.66615924
6939,Pres,OH,2008,Rasmussen,2008-08-18,799,43,48,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6940,Pres,OH,2008,PPP (D),2008-08-14,1021,45,45,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6941,Pres,OH,2008,Quinnipiac,2008-07-29,210,46,44,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6942,Pres,OH,2008,Rasmussen,2008-07-21,600,42,52,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6943,Pres,OH,2008,PPP (D),2008-07-20,76,48,40,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6944,Pres,OH,2008,SurveyUSA,2008-06-22,679,48,46,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6945,Pres,OH,2008,Rasmussen,2008-06-17,600,43,44,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6946,Pres,OH,2008,Quinnipiac,2008-06-16,291,48,42,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6947,Pres,OH,2008,PPP (D),2008-06-15,830,50,39,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6948,Pres,OH,2008,Quinnipiac,2008-05-20,222,40,44,2008-11-04,NA,NA,NA,NA,RV,NA,NA,52.33384076,47.66615924
6949,Pres,OH,2008,SurveyUSA,2008-05-18,699,48,39,2008-11-04,NA,NA,NA,NA,RV,NA,NA,52.33384076,47.66615924
6950,Pres,OH,2008,Rasmussen,2008-05-15,600,44,45,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6951,Pres,OH,2008,Quinnipiac,2008-04-29,130,42,43,2008-11-04,NA,NA,NA,NA,RV,NA,NA,52.33384076,47.66615924
6952,Pres,OH,2008,SurveyUSA,2008-04-13,626,45,47,2008-11-04,NA,NA,NA,NA,RV,NA,NA,52.33384076,47.66615924
6953,Pres,OH,2008,Rasmussen,2008-04-08,600,40,47,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6954,Pres,OH,2008,Quinnipiac,2008-03-31,218,43,42,2008-11-04,NA,NA,NA,NA,RV,NA,NA,52.33384076,47.66615924
6955,Pres,OH,2008,PPP (D),2008-03-17,728,41,49,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6956,Pres,OH,2008,SurveyUSA,2008-03-16,631,43,50,2008-11-04,NA,NA,NA,NA,RV,NA,NA,52.33384076,47.66615924
6957,Pres,OH,2008,Rasmussen,2008-03-13,600,40,46,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6958,Pres,OH,2008,SurveyUSA,2008-02-28,728,50,40,2008-11-04,NA,NA,NA,NA,RV,NA,NA,52.33384076,47.66615924
6959,Pres,OH,2008,Ohio Poll/Univ of Cin.,2008-02-24,1037,48,47,2008-11-04,NA,NA,NA,NA,RV,NA,NA,52.33384076,47.66615924
6960,Pres,OH,2008,Rasmussen,2008-02-17,600,41,42,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6961,Pres,OH,2008,SurveyUSA,2008-02-17,641,47,44,2008-11-04,NA,NA,NA,NA,RV,NA,NA,52.33384076,47.66615924
6962,Pres,OH,2008,Quinnipiac,2008-02-12,405,40,42,2008-11-04,NA,NA,NA,NA,LV,NA,NA,52.33384076,47.66615924
6963,Pres,OH,2008,SurveyUSA,2008-01-06,634,43,50,2008-11-04,NA,NA,NA,NA,RV,NA,NA,52.33384076,47.66615924
6964,Pres,OH,2008,SurveyUSA,2007-12-15,638,38,47,2008-11-04,NA,NA,NA,NA,RV,NA,NA,52.33384076,47.66615924
6965,Pres,OH,2008,SurveyUSA,2007-11-11,632,37,52,2008-11-04,NA,NA,NA,NA,RV,NA,NA,52.33384076,47.66615924
6966,Pres,OH,2008,Quinnipiac,2007-10-08,1019,42,39,2008-11-04,NA,NA,NA,NA,RV,NA,NA,52.33384076,47.66615924
6967,Pres,OH,2008,Quinnipiac,2007-09-03,307,41,42,2008-11-04,NA,NA,NA,NA,RV,NA,NA,52.33384076,47.66615924
6968,Pres,OK,2008,ARG,2008-09-18,699,34,61,2008-11-04,NA,NA,NA,NA,LV,NA,NA,34.35491888,65.64508112
6969,Pres,OK,2008,Cole Hargrave Snodgrass (R),2008-04-10,600,21,62,2008-11-04,NA,NA,NA,NA,RV,NA,NA,34.35491888,65.64508112
6970,Pres,OK,2008,Rasmussen,2008-09-11,600,32,63,2008-11-04,NA,NA,NA,NA,LV,NA,NA,34.35491888,65.64508112
6971,Pres,OK,2008,Research 2000/DailyKos.com (D),2008-09-18,699,36,59,2008-11-04,NA,NA,NA,NA,LV,NA,NA,34.35491888,65.64508112
6972,Pres,OK,2008,Research 2000/DailyKos.com (D),2008-06-11,699,38,52,2008-11-04,NA,NA,NA,NA,LV,NA,NA,34.35491888,65.64508112
6973,Pres,OK,2008,SurveyUSA,2008-10-29,693,34,63,2008-11-04,NA,NA,NA,NA,LV,NA,NA,34.35491888,65.64508112
6974,Pres,OK,2008,SurveyUSA,2008-10-19,660,35,59,2008-11-04,NA,NA,NA,NA,LV,NA,NA,34.35491888,65.64508112
6975,Pres,OK,2008,SurveyUSA,2008-09-29,755,34,64,2008-11-04,NA,NA,NA,NA,LV,NA,NA,34.35491888,65.64508112
6976,Pres,OK,2008,SurveyUSA,2008-09-07,751,32,65,2008-11-04,NA,NA,NA,NA,LV,NA,NA,34.35491888,65.64508112
6977,Pres,OK,2008,SurveyUSA,2008-02-28,699,34,57,2008-11-04,NA,NA,NA,NA,RV,NA,NA,34.35491888,65.64508112
6978,Pres,OK,2008,Tulsa World/SoonerPoll.com,2008-07-23,847,24,56,2008-11-04,NA,NA,NA,NA,LV,NA,NA,34.35491888,65.64508112
6979,Pres,OK,2008,Tulsa World/SoonerPoll.com,2008-01-30,854,30,58,2008-11-04,NA,NA,NA,NA,RV,NA,NA,34.35491888,65.64508112
6980,Pres,OK,2008,Tulsa World/SoonerPoll.com,2007-12-19,842,26,62,2008-11-04,NA,NA,NA,NA,RV,NA,NA,34.35491888,65.64508112
6981,Pres,OK,2008,TVPoll.com,2008-10-26,817,35,62,2008-11-04,NA,NA,NA,NA,LV,NA,NA,34.35491888,65.64508112
6982,Pres,OK,2008,TVPoll.com,2008-10-20,860,32,64,2008-11-04,NA,NA,NA,NA,LV,NA,NA,34.35491888,65.64508112
6983,Pres,OK,2008,TVPoll.com,2008-10-12,908,32,63,2008-11-04,NA,NA,NA,NA,LV,NA,NA,34.35491888,65.64508112
6984,Pres,OK,2008,TVPoll.com,2008-10-06,896,29,66,2008-11-04,NA,NA,NA,NA,LV,NA,NA,34.35491888,65.64508112
6985,Pres,OK,2008,TVPoll.com,2008-09-28,986,27,68,2008-11-04,NA,NA,NA,NA,LV,NA,NA,34.35491888,65.64508112
6986,Pres,OK,2008,TVPoll.com,2008-09-22,766,26,66,2008-11-04,NA,NA,NA,NA,LV,NA,NA,34.35491888,65.64508112
6987,Pres,OK,2008,TVPoll.com,2008-09-14,947,27,69,2008-11-04,NA,NA,NA,NA,LV,NA,NA,34.35491888,65.64508112
6988,Pres,OK,2008,TVPoll.com,2008-09-07,978,30,66,2008-11-04,NA,NA,NA,NA,LV,NA,NA,34.35491888,65.64508112
6989,Pres,OK,2008,YouGov/Polimetrix,2008-11-01,592,39,58,2008-11-04,NA,NA,NA,NA,RV,NA,NA,34.35491888,65.64508112
6990,Pres,OK,2008,Zogby (Internet),2008-06-30,517,37,42,2008-11-04,NA,NA,NA,NA,LV,NA,NA,34.35491888,65.64508112
6991,Pres,OK,2008,SurveyUSA,2008-10-19,660,35,59,2008-11-04,NA,NA,NA,NA,LV,NA,NA,34.35491888,65.64508112
6992,Pres,OK,2008,SurveyUSA,2008-09-29,755,34,64,2008-11-04,NA,NA,NA,NA,LV,NA,NA,34.35491888,65.64508112
6993,Pres,OK,2008,Rasmussen,2008-09-11,600,32,63,2008-11-04,NA,NA,NA,NA,LV,NA,NA,34.35491888,65.64508112
6994,Pres,OK,2008,SurveyUSA,2008-09-07,751,32,65,2008-11-04,NA,NA,NA,NA,LV,NA,NA,34.35491888,65.64508112
6995,Pres,OK,2008,Sooner Poll,2008-07-23,847,24,56,2008-11-04,NA,NA,NA,NA,LV,NA,NA,34.35491888,65.64508112
6996,Pres,OK,2008,Research 2000,2008-06-11,699,38,52,2008-11-04,NA,NA,NA,NA,LV,NA,NA,34.35491888,65.64508112
6997,Pres,OK,2008,Cole Hargrave Snodgrass & Associates,2008-04-10,600,21,62,2008-11-04,NA,NA,NA,NA,RV,NA,NA,34.35491888,65.64508112
6998,Pres,OK,2008,SurveyUSA,2008-02-28,698,34,57,2008-11-04,NA,NA,NA,NA,RV,NA,NA,34.35491888,65.64508112
6999,Pres,OK,2008,Sooner Poll,2008-01-30,854,30,58,2008-11-04,NA,NA,NA,NA,LV,NA,NA,34.35491888,65.64508112
7000,Pres,OR,2008,ARG,2008-09-22,699,52,41,2008-11-04,NA,NA,NA,NA,LV,NA,NA,58.41372118,41.58627882
7001,Pres,OR,2008,DailyKos.com (D)/Research 2000,2008-10-29,699,55,39,2008-11-04,NA,NA,NA,NA,LV,NA,NA,58.41372118,41.58627882
7002,Pres,OR,2008,DailyKos.com (D)/Research 2000,2008-10-15,699,53,38,2008-11-04,NA,NA,NA,NA,LV,NA,NA,58.41372118,41.58627882
7003,Pres,OR,2008,DailyKos.com (D)/Research 2000,2008-09-24,699,53,39,2008-11-04,NA,NA,NA,NA,LV,NA,NA,58.41372118,41.58627882
7004,Pres,OR,2008,Grove Insight (D),2008-10-09,699,52,39,2008-11-04,NA,NA,NA,NA,LV,NA,NA,58.41372118,41.58627882
7005,Pres,OR,2008,Hoffman Research,2008-09-09,699,46,39,2008-11-04,NA,NA,NA,NA,RV,NA,NA,58.41372118,41.58627882
7006,Pres,OR,2008,Moore Information (R),2008-10-28,511,51,37,2008-11-04,NA,NA,NA,NA,RV,NA,NA,58.41372118,41.58627882
7007,Pres,OR,2008,Moore Information (R),2008-09-11,511,43,37,2008-11-04,NA,NA,NA,NA,RV,NA,NA,58.41372118,41.58627882
7008,Pres,OR,2008,Portland Tribune,2008-10-25,600,53,34,2008-11-04,NA,NA,NA,NA,RV,NA,NA,58.41372118,41.58627882
7009,Pres,OR,2008,Portland Tribune,2008-09-14,600,50,40,2008-11-04,NA,NA,NA,NA,RV,NA,NA,58.41372118,41.58627882
7010,Pres,OR,2008,PPP (D),2008-10-30,303,57,42,2008-11-04,NA,NA,NA,NA,LV,NA,NA,58.41372118,41.58627882
7011,Pres,OR,2008,Rasmussen,2008-10-30,600,54,42,2008-11-04,NA,NA,NA,NA,LV,NA,NA,58.41372118,41.58627882
